state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,average_monthly_spend,customer_engagement_score,churn
Georgia,136,415,no,no,0,163.4,83,27.78,249.3,119,21.19,249.7,90,11.24,9.8,4,2.65,7,0.4622058823529412,164.98000000000002,False
Texas,57,415,no,no,0,161.0,113,27.37,208.0,134,17.68,208.1,81,9.36,8.4,4,2.27,3,0.9943859649122807,148.39000000000001,False
West Virginia,62,408,no,no,0,128.7,111,21.88,169.5,104,14.41,193.6,97,8.71,10.3,5,2.78,1,0.7706451612903226,123.45,False
New Mexico,112,415,no,no,0,81.6,94,13.87,268.1,112,22.79,140.8,75,6.34,8.6,18,2.32,1,0.40464285714285714,128.57,False
Michigan,55,415,no,yes,20,207.7,91,35.31,199.7,113,16.97,216.5,110,9.74,7.3,1,1.97,1,1.1634545454545455,169.8,False
North Carolina,95,408,no,no,0,128.6,115,21.86,216.2,88,18.38,255.3,96,11.49,6.3,2,1.7,6,0.5624210526315789,141.28999999999996,True
New York,125,415,no,no,0,233.3,65,39.66,209.8,93,17.83,210.6,109,9.48,9.1,4,2.46,1,0.5554399999999999,178.83999999999997,False
Texas,1,415,no,no,0,182.1,106,30.96,134.9,106,11.47,152.3,75,6.85,10.0,3,2.7,5,51.980000000000004,129.04,True
Kentucky,98,415,no,yes,36,168.0,81,28.56,163.2,125,13.87,172.7,120,7.77,8.0,2,2.16,6,0.5342857142857143,140.42999999999998,True
South Dakota,105,415,no,no,0,251.6,88,42.77,175.1,103,14.88,184.4,112,8.3,5.4,5,1.46,1,0.642,172.39,False
Idaho,113,415,no,yes,30,183.8,102,31.25,183.4,123,15.59,235.0,52,10.58,11.6,7,3.13,0,0.5358407079646018,160.36,False
Oregon,99,408,no,no,0,256.4,44,43.59,214.5,105,18.23,233.7,75,10.52,7.9,1,2.13,3,0.7522222222222222,190.96,True
Wisconsin,103,415,no,no,0,180.2,134,30.63,97.7,85,8.3,181.7,134,8.18,8.4,3,2.27,1,0.47941747572815535,120.94000000000001,False
West Virginia,177,408,no,no,0,227.8,81,38.73,161.8,97,13.75,217.0,106,9.76,8.0,5,2.16,1,0.36384180790960446,162.66,False
South Carolina,149,415,no,yes,20,147.8,132,25.13,276.8,94,23.53,149.9,110,6.75,10.2,6,2.75,0,0.3903355704697986,163.19000000000003,False
Connecticut,160,415,no,no,0,234.9,136,39.93,270.8,134,23.02,219.3,101,9.87,13.9,2,3.75,1,0.47856250000000006,199.60999999999999,True
Nevada,116,408,no,no,0,110.9,54,18.85,213.4,82,18.14,186.2,116,8.38,7.9,2,2.13,2,0.4094827586206897,127.98000000000002,False
North Dakota,90,415,no,yes,22,124.5,94,21.17,231.7,90,19.69,222.2,108,10.0,6.4,12,1.73,1,0.5843333333333333,146.91,False
Michigan,148,415,yes,no,0,233.5,81,39.7,187.7,71,15.95,122.3,97,5.5,9.6,2,2.59,0,0.4306756756756757,163.85999999999999,True
Montana,147,415,no,yes,35,197.3,134,33.54,141.1,99,11.99,212.1,90,9.54,10.1,4,2.73,2,0.3931972789115646,150.88000000000002,True
Nebraska,95,510,no,no,0,58.2,96,9.89,202.1,126,17.18,210.5,97,9.47,10.4,5,2.81,0,0.4142105263157895,107.03999999999999,False
Utah,201,510,no,no,0,212.7,72,36.16,225.2,90,19.14,195.1,99,8.78,7.0,6,1.89,1,0.3282089552238806,173.24999999999997,False
West Virginia,80,415,no,no,0,151.5,89,25.76,131.7,78,11.19,235.3,131,10.59,11.8,4,3.19,0,0.634125,126.0,False
Arkansas,122,415,yes,no,0,146.3,117,24.87,218.7,93,18.59,236.0,97,10.62,11.5,5,3.11,1,0.4687704918032787,149.73000000000002,False
Montana,132,408,no,no,0,195.1,100,33.17,148.8,95,12.65,224.5,117,10.1,6.7,2,1.81,0,0.4373484848484849,146.47,False
Utah,83,510,no,no,0,208.9,71,35.51,214.8,92,18.26,247.9,108,11.16,13.0,5,3.51,1,0.824578313253012,175.08999999999997,False
Hawaii,99,408,no,no,0,135.7,107,23.07,208.4,103,17.71,209.0,95,9.4,8.8,3,2.38,7,0.5309090909090909,137.35999999999999,True
Kansas,84,415,no,no,0,225.9,86,38.4,275.6,105,23.43,201.4,108,9.06,14.3,3,3.86,3,0.8898809523809523,195.14000000000001,True
New York,46,415,no,no,0,122.2,67,20.77,167.2,62,14.21,194.8,98,8.77,9.7,6,2.62,1,1.0080434782608696,120.16,False
Ohio,87,510,no,no,0,153.3,106,26.06,224.5,117,19.08,273.4,152,12.3,8.9,5,2.4,2,0.6878160919540229,157.19000000000003,False
Hawaii,150,415,no,no,0,214.0,117,36.38,192.4,89,16.35,242.6,99,10.92,7.9,4,2.13,1,0.43853333333333333,168.85999999999999,False
Kansas,73,408,no,no,0,194.8,112,33.12,167.2,85,14.21,100.3,61,4.51,10.8,6,2.92,1,0.7501369863013698,139.97,False
Indiana,7,415,no,no,0,206.7,87,35.14,281.1,83,23.89,158.5,77,7.13,11.0,5,2.97,3,9.875714285714285,184.15999999999997,False
Oregon,89,415,no,yes,12,188.0,105,31.96,151.3,107,12.86,201.9,132,9.09,10.5,3,2.84,2,0.6376404494382022,144.68,False
New York,131,408,yes,no,0,122.3,83,20.79,118.8,94,10.1,147.9,95,6.66,13.7,3,3.7,3,0.3148854961832061,101.19,True
Virginia,105,415,no,no,0,259.3,96,44.08,175.2,97,14.89,222.4,36,10.01,12.0,5,3.24,3,0.6878095238095238,180.02,False
Michigan,108,408,yes,no,0,115.1,114,19.57,211.3,70,17.96,136.1,85,6.12,13.8,3,3.73,2,0.43870370370370365,125.20000000000002,True
Idaho,47,415,no,yes,28,172.9,109,29.39,137.6,94,11.7,203.8,109,9.17,8.3,6,2.24,1,1.1170212765957448,137.77999999999997,False
Missouri,101,415,yes,no,0,156.4,116,26.59,130.4,114,11.08,207.3,109,9.33,7.3,5,1.97,1,0.48485148514851484,123.57000000000001,False
Alabama,182,415,no,yes,24,128.1,104,21.78,143.4,127,12.19,191.0,98,8.59,11.6,3,3.13,1,0.2510439560439561,120.18,False
Oregon,161,408,no,no,0,196.6,73,33.42,170.2,79,14.47,194.3,79,8.74,12.5,3,3.38,1,0.3727329192546584,151.32999999999998,False
Vermont,128,408,no,no,0,227.9,130,38.74,302.6,71,25.72,191.5,82,8.62,5.5,7,1.49,1,0.5825781250000001,201.89,True
Arizona,69,415,no,yes,31,194.9,63,33.13,191.6,90,16.29,153.0,129,6.89,13.2,2,3.56,2,0.8676811594202899,158.98,False
Virginia,113,408,no,yes,34,44.9,63,7.63,134.2,82,11.41,168.4,118,7.58,13.3,3,3.59,1,0.2673451327433628,84.22,False
Pennsylvania,87,408,no,yes,30,262.8,114,44.68,215.8,130,18.34,154.8,88,6.97,7.8,2,2.11,0,0.828735632183908,192.9,False
Colorado,71,415,no,no,0,211.2,70,35.9,252.7,122,21.48,225.8,104,10.16,12.3,3,3.32,0,0.9980281690140843,185.33,False
Kentucky,76,415,no,no,0,204.0,69,34.68,225.1,110,19.13,240.3,85,10.81,9.6,5,2.59,1,0.884342105263158,174.77999999999997,False
New Jersey,87,510,no,no,0,223.2,109,37.94,127.5,86,10.84,289.3,83,13.02,14.5,4,3.92,3,0.7554022988505747,158.46,False
Illinois,117,408,no,no,0,119.0,82,20.23,187.5,108,15.94,189.3,97,8.52,11.5,3,3.11,1,0.40854700854700854,124.78,False
Washington,177,415,no,no,0,266.1,91,45.24,225.2,79,19.14,224.7,58,10.11,8.9,8,2.4,3,0.43440677966101693,197.35,True
West Virginia,95,415,no,no,0,134.4,104,22.85,152.4,95,12.95,236.5,80,10.64,9.4,3,2.54,1,0.515578947368421,124.71000000000001,False
Rhode Island,76,415,no,no,0,171.1,78,29.09,257.2,83,21.86,91.6,92,4.12,16.2,3,4.37,1,0.7821052631578947,157.7,False
Ohio,66,415,no,no,0,170.5,103,28.99,254.3,77,21.62,197.3,138,8.88,10.5,2,2.84,2,0.9443939393939393,165.72000000000003,False
Missouri,110,415,no,no,0,178.5,124,30.35,146.9,141,12.49,217.1,102,9.77,9.9,7,2.67,1,0.5025454545454545,138.85999999999999,False
Maryland,204,510,no,no,0,205.2,145,34.88,154.8,95,13.16,191.4,77,8.61,14.1,5,3.81,3,0.29637254901960786,149.58,False
Ohio,32,415,no,yes,31,232.8,97,39.58,183.5,111,15.6,206.8,111,9.31,13.0,2,3.51,0,2.125,177.65,False
Virginia,133,408,no,yes,39,239.9,107,40.78,253.8,77,21.57,128.7,85,5.79,6.7,3,1.81,5,0.5259398496240602,192.61000000000004,False
Florida,185,408,no,no,0,55.6,97,9.45,288.7,83,24.54,111.2,110,5.0,12.1,3,3.27,2,0.22843243243243241,121.79,False
Colorado,103,415,no,yes,37,153.5,78,26.1,241.9,108,20.56,244.7,110,11.01,10.6,3,2.86,1,0.5876699029126213,167.66,False
New York,91,510,no,no,0,109.8,100,18.67,189.6,104,16.12,206.7,85,9.3,11.1,3,3.0,1,0.5174725274725275,123.39,False
West Virginia,131,415,no,no,0,196.1,89,33.34,185.5,87,15.77,250.0,132,11.25,5.2,6,1.4,2,0.4714503816793893,159.53,False
Louisiana,153,510,no,no,0,166.8,127,28.36,143.5,121,12.2,210.7,130,9.48,11.8,4,3.19,0,0.3479084967320262,133.20000000000002,False
Massachusetts,132,415,no,yes,25,113.2,96,19.24,269.9,107,22.94,229.1,87,10.31,7.1,7,1.92,2,0.41219696969696973,154.98,False
Utah,148,510,no,no,0,203.0,92,34.51,150.9,125,12.83,245.5,131,11.05,14.6,9,3.94,1,0.42114864864864865,153.64,False
Alabama,141,408,no,no,0,242.8,90,41.28,234.1,80,19.9,211.5,104,9.52,6.0,3,1.62,5,0.5129078014184397,188.2,False
Maine,105,415,no,no,0,156.5,102,26.61,140.2,134,11.92,227.4,111,10.23,12.2,2,3.29,2,0.4957142857142858,129.24,False
Texas,169,408,no,no,0,266.7,105,45.34,158.2,88,13.45,287.7,111,12.95,13.8,3,3.73,3,0.4465680473372782,184.76999999999998,True
North Dakota,127,415,no,yes,23,182.0,80,30.94,216.1,85,18.37,156.9,82,7.06,9.8,4,2.65,1,0.46472440944881893,159.57999999999998,False
Colorado,57,415,no,no,0,85.9,92,14.6,193.9,127,16.48,231.5,93,10.42,10.1,2,2.73,0,0.7759649122807017,117.7,False
Louisiana,123,415,no,yes,33,146.6,87,24.92,114.8,59,9.76,220.4,99,9.92,2.9,7,0.78,0,0.3689430894308943,122.3,False
Montana,103,510,no,yes,35,110.5,101,18.79,208.3,81,17.71,87.4,77,3.93,13.9,2,3.75,4,0.42893203883495146,124.00999999999999,True
Oregon,101,415,no,no,0,118.6,89,20.16,199.6,97,16.97,53.3,61,2.4,11.5,5,3.11,1,0.4221782178217821,114.64999999999999,False
New Hampshire,123,415,no,yes,22,197.6,105,33.59,80.0,86,6.8,120.8,82,5.44,15.6,12,4.21,2,0.4068292682926829,122.04000000000002,False
Nebraska,78,510,no,yes,32,210.3,116,35.75,192.2,83,16.34,246.1,92,11.07,10.8,4,2.92,6,0.8471794871794872,173.14999999999998,False
West Virginia,101,415,no,yes,28,220.3,96,37.45,285.8,72,24.29,203.0,111,9.14,9.4,6,2.54,4,0.7269306930693069,200.44000000000003,False
Nevada,129,415,no,no,0,150.0,98,25.5,232.4,101,19.75,261.2,123,11.75,12.5,6,3.38,1,0.468062015503876,158.04,False
Massachusetts,67,415,no,yes,34,161.7,114,27.49,207.6,115,17.65,205.7,114,9.26,9.2,4,2.48,0,0.848955223880597,156.17,False
Michigan,37,415,no,no,0,191.4,116,32.54,167.4,99,14.23,216.5,112,9.74,14.0,5,3.78,3,1.6294594594594594,150.33,False
Kentucky,64,415,yes,no,0,146.7,83,24.94,148.3,91,12.61,238.6,69,10.74,12.5,3,3.38,3,0.80734375,128.63,False
West Virginia,173,510,no,no,0,109.4,103,18.6,101.3,111,8.61,167.3,106,7.53,7.8,7,2.11,1,0.21300578034682083,92.14000000000001,False
Kentucky,135,510,no,no,0,144.1,115,24.5,249.8,68,21.23,211.4,82,9.51,13.6,3,3.67,1,0.4363703703703704,156.13999999999996,False
New Jersey,75,415,no,yes,42,248.9,93,42.31,170.8,108,14.52,104.5,91,4.7,11.2,8,3.02,1,0.8606666666666666,171.59,False
Maine,88,415,no,no,0,85.7,112,14.57,221.6,70,18.84,190.6,75,8.58,11.6,3,3.13,4,0.5127272727272727,120.93999999999998,True
Texas,112,415,no,no,0,214.8,112,36.52,209.7,104,17.82,164.4,97,7.4,9.4,5,2.54,3,0.5739285714285715,166.25,False
Minnesota,113,408,no,no,0,158.9,137,27.01,242.8,109,20.64,247.8,97,11.15,6.5,4,1.76,0,0.535929203539823,162.48000000000002,False
Virginia,121,510,no,yes,28,110.0,94,18.7,141.5,76,12.03,237.3,87,10.68,6.4,3,1.73,2,0.3565289256198347,116.46,False
,70,415,no,no,0,152.8,145,25.98,183.6,102,15.61,151.8,75,6.83,10.5,2,2.84,1,0.7322857142857143,133.17999999999998,False
Maryland,90,415,no,no,0,145.6,103,24.75,197.1,137,16.75,294.5,83,13.25,10.5,4,2.84,0,0.639888888888889,148.92,False
Rhode Island,39,408,no,no,0,93.3,83,15.86,199.6,114,16.97,206.2,104,9.28,6.5,4,1.76,0,1.1248717948717948,119.11999999999999,False
Massachusetts,142,408,no,no,0,216.8,134,36.86,187.8,106,15.96,138.1,108,6.21,8.3,2,2.24,0,0.4314788732394366,158.53,False
Maryland,176,408,no,no,0,201.9,101,34.32,154.7,78,13.15,164.4,79,7.4,9.0,2,2.43,1,0.3255681818181818,145.11,False
New Mexico,105,408,no,no,0,146.4,81,24.89,225.1,80,19.13,230.1,117,10.35,8.5,2,2.3,1,0.5397142857142857,150.49999999999997,False
Minnesota,57,415,no,no,0,272.7,74,46.36,224.9,85,19.12,178.2,104,8.02,10.5,3,2.84,2,1.3392982456140352,195.87,True
Michigan,110,510,no,no,0,18.9,92,3.21,258.4,81,21.96,109.6,74,4.93,14.8,4,4.0,1,0.31,98.69999999999999,False
Arizona,88,415,no,no,0,172.8,81,29.38,193.4,90,16.44,89.6,107,4.03,12.8,5,3.46,2,0.6057954545454546,138.06,False
Alabama,95,408,no,no,0,190.2,119,32.33,157.1,70,13.35,181.5,120,8.17,14.0,6,3.78,0,0.6066315789473684,144.16,False
Michigan,147,415,no,no,0,130.6,83,22.2,208.1,144,17.69,204.6,72,9.21,15.6,3,4.21,3,0.3626530612244898,137.35,False
South Carolina,101,415,no,no,0,158.4,92,26.93,188.0,117,15.98,219.7,125,9.89,13.5,4,3.65,4,0.5589108910891089,143.23000000000002,True
Mississippi,115,415,no,no,0,166.5,111,28.31,236.2,98,20.08,205.6,92,9.25,15.6,2,4.21,1,0.5378260869565218,160.84,False
Mississippi,103,415,no,no,0,129.3,103,21.98,202.8,89,17.24,233.0,126,10.49,12.9,2,3.48,2,0.5164077669902912,137.84000000000003,False
California,82,415,no,no,0,199.3,112,33.88,193.4,120,16.44,254.4,117,11.45,7.0,10,1.89,0,0.7763414634146343,164.58,False
Maryland,141,415,no,no,0,185.1,126,31.47,233.0,98,19.81,152.2,106,6.85,9.1,7,2.46,0,0.4297163120567376,160.98,False
North Dakota,149,408,no,no,0,175.4,80,29.82,197.4,127,16.78,188.2,102,8.47,9.7,2,2.62,2,0.3871812080536913,149.54,False
Illinois,131,510,no,no,0,263.4,123,44.78,151.9,74,12.91,218.5,101,9.83,10.7,2,2.89,2,0.5374809160305343,174.32,False
South Dakota,119,510,no,no,0,94.2,108,16.01,264.1,100,22.45,203.7,79,9.17,7.3,3,1.97,1,0.41680672268907565,138.44,False
Alabama,112,510,no,no,0,189.4,83,32.2,219.0,89,18.62,168.0,116,7.56,7.1,8,1.92,3,0.5383928571428572,158.78,False
Nevada,116,510,no,yes,35,118.0,103,20.06,167.2,106,14.21,205.7,102,9.26,11.8,2,3.19,2,0.4027586206896551,126.69000000000001,False
Louisiana,94,415,no,no,0,212.1,98,36.06,189.4,89,16.1,352.2,95,15.85,8.4,5,2.27,3,0.7476595744680851,177.66,False
Virginia,90,408,no,no,0,222.0,93,37.74,187.0,103,15.9,282.3,124,12.7,12.4,6,3.35,2,0.7743333333333333,175.01,False
Delaware,114,415,no,yes,31,222.8,98,37.88,180.5,105,15.34,151.3,101,6.81,13.0,4,3.51,0,0.5573684210526316,167.2,False
Connecticut,63,408,no,yes,25,190.0,137,32.3,116.6,76,9.91,141.5,110,6.37,12.2,2,3.29,1,0.8233333333333331,132.26999999999998,False
Colorado,130,408,no,no,0,271.8,129,46.21,237.2,128,20.16,210.1,91,9.45,8.7,2,2.35,4,0.6013076923076923,201.43,True
Massachusetts,122,408,no,yes,29,195.4,83,33.22,268.2,93,22.8,168.0,95,7.56,8.4,6,2.27,3,0.5397540983606557,182.00000000000003,False
Oregon,166,510,no,no,0,199.6,93,33.93,214.3,99,18.22,196.8,110,8.86,7.2,5,1.94,3,0.3792168674698795,164.35,False
Washington,62,415,no,no,0,100.0,98,17.0,173.5,95,14.75,218.0,122,9.81,10.1,4,2.73,0,0.7143548387096774,115.86999999999999,False
South Carolina,78,415,no,yes,21,160.6,85,27.3,223.1,79,18.96,124.0,92,5.58,9.5,1,2.57,2,0.6975641025641026,149.07,False
Indiana,148,415,no,yes,26,158.7,91,26.98,160.5,127,13.64,218.3,88,9.82,9.9,3,2.67,1,0.3588513513513514,140.33999999999997,False
Maryland,154,510,no,no,0,154.5,122,26.27,214.2,71,18.21,178.0,105,8.01,12.0,2,3.24,3,0.3618831168831169,145.36,True
Nevada,110,408,no,yes,34,192.3,114,32.69,129.3,114,10.99,136.3,102,6.13,6.3,12,1.7,1,0.46827272727272734,137.1,False
Texas,75,415,no,no,0,305.1,106,51.87,188.0,115,15.98,235.4,116,10.59,8.5,5,2.3,0,1.0765333333333333,203.68,True
North Dakota,84,408,no,yes,38,193.0,106,32.81,153.6,106,13.06,260.4,87,11.72,7.4,5,2.0,2,0.709404761904762,157.79999999999998,False
West Virginia,113,510,no,no,0,72.5,88,12.33,204.0,112,17.34,117.9,118,5.31,6.6,3,1.78,1,0.3253097345132744,103.00999999999999,False
Colorado,181,510,no,yes,40,105.2,61,17.88,341.3,79,29.01,165.7,97,7.46,6.3,3,1.7,2,0.30966850828729287,169.7,False
Texas,51,415,no,no,0,180.5,88,30.69,134.7,102,11.45,170.7,97,7.68,10.0,3,2.7,2,1.0298039215686274,131.08,False
Florida,102,408,no,yes,29,214.7,86,36.5,314.3,109,26.72,280.2,110,12.61,14.3,2,3.86,0,0.7812745098039215,216.85000000000005,False
Alabama,107,408,no,no,0,86.8,95,14.76,108.1,85,9.19,204.3,87,9.19,13.2,3,3.56,1,0.3429906542056075,89.92000000000002,False
West Virginia,88,510,no,no,0,131.5,99,22.36,174.8,128,14.86,184.2,83,8.29,7.9,2,2.13,5,0.5413636363636364,123.54,True
Michigan,82,415,no,no,0,135.4,102,23.02,237.1,122,20.15,118.3,91,5.32,17.5,4,4.73,0,0.6490243902439025,140.62,False
New York,204,415,no,no,0,174.3,85,29.63,254.1,95,21.6,176.4,96,7.94,5.9,3,1.59,6,0.29784313725490197,162.96999999999997,False
Mississippi,130,510,no,no,0,203.9,63,34.66,191.8,93,16.3,132.5,125,5.96,12.1,4,3.27,3,0.46299999999999997,153.86999999999998,False
Missouri,174,510,no,no,0,235.5,108,40.04,142.3,143,12.1,316.7,131,14.25,12.5,5,3.38,0,0.40097701149425286,171.06,False
Arkansas,129,415,no,no,0,157.0,113,26.69,256.9,97,21.84,185.5,126,8.35,12.1,2,3.27,2,0.4662790697674419,160.24,False
Mississippi,190,415,yes,no,0,111.9,55,19.02,223.0,124,18.96,243.2,81,10.94,10.0,7,2.7,3,0.2716842105263158,137.07999999999998,False
New York,54,510,yes,no,0,236.3,91,40.17,152.8,130,12.99,160.3,98,7.21,11.2,8,3.02,3,1.173888888888889,157.73000000000002,False
South Dakota,78,408,no,no,0,163.6,88,27.81,283.4,93,24.09,262.1,108,11.79,8.6,9,2.32,0,0.8462820512820511,178.39,False
Alaska,100,415,no,yes,29,213.6,127,36.31,175.9,82,14.95,207.2,100,9.32,8.9,3,2.4,1,0.6298,166.21,False
West Virginia,70,510,no,yes,30,143.4,72,24.38,170.0,92,14.45,127.9,68,5.76,9.4,4,2.54,3,0.6732857142857143,128.13000000000002,False
South Carolina,111,510,no,no,0,78.3,119,13.31,198.2,94,16.85,248.5,94,11.18,12.1,4,3.27,1,0.40189189189189195,117.75,False
Virginia,117,408,no,no,0,97.1,98,16.51,228.0,131,19.38,240.0,111,10.8,10.6,3,2.86,1,0.4235042735042735,133.06,False
Mississippi,68,415,no,no,0,94.1,93,16.0,147.6,80,12.55,213.5,85,9.61,10.1,2,2.73,0,0.6013235294117646,105.28999999999998,False
South Dakota,27,510,no,no,0,226.3,95,38.47,274.3,109,23.32,242.7,119,10.92,8.2,3,2.21,2,2.7748148148148144,198.12,True
Minnesota,91,415,no,no,0,133.8,61,22.75,158.8,96,13.5,189.6,92,8.53,10.5,2,2.84,1,0.5232967032967033,121.92,False
Alabama,181,415,no,yes,27,190.3,93,32.35,249.0,127,21.17,215.7,82,9.71,10.6,4,2.86,1,0.36513812154696135,179.60999999999999,False
Colorado,118,415,no,yes,36,294.9,106,50.13,165.7,115,14.08,189.2,63,8.51,9.8,5,2.65,3,0.6387288135593222,194.84999999999997,False
Maine,112,415,no,no,0,185.4,114,31.52,191.4,119,16.27,144.0,78,6.48,10.0,11,2.7,2,0.5086607142857142,147.38000000000002,False
Georgia,93,415,no,no,0,179.5,121,30.52,191.9,131,16.31,165.5,125,7.45,12.0,4,3.24,0,0.618494623655914,148.32000000000002,False
Arizona,102,408,no,no,0,158.0,94,26.86,207.9,100,17.67,190.4,120,8.57,10.1,10,2.73,0,0.5473529411764706,146.63,False
Massachusetts,93,415,no,no,0,173.0,131,29.41,190.4,108,16.18,290.0,66,13.05,10.4,2,2.81,0,0.660752688172043,157.4,False
Arizona,107,415,no,yes,32,134.2,101,22.81,211.9,145,18.01,167.6,138,7.54,8.2,5,2.21,1,0.47261682242990655,141.74999999999997,False
Indiana,100,415,no,yes,32,125.2,123,21.28,230.9,101,19.63,192.0,106,8.64,12.6,9,3.4,3,0.5295,146.57000000000002,False
Delaware,115,415,no,no,0,195.9,111,33.3,227.0,108,19.3,313.2,113,14.09,13.2,1,3.56,2,0.6108695652173913,179.82,False
Wisconsin,63,510,no,yes,13,214.2,61,36.41,181.2,88,15.4,174.0,68,7.83,10.3,2,2.78,0,0.9907936507936507,162.1,False
Maine,57,415,no,no,0,221.1,101,37.59,236.7,65,20.12,252.3,137,11.35,9.5,1,2.57,0,1.2566666666666666,186.58,False
,119,408,no,yes,26,132.0,100,22.44,173.3,121,14.73,203.5,108,9.16,11.6,5,3.13,1,0.41563025210084037,132.35999999999999,False
Georgia,73,408,no,no,0,157.6,92,26.79,198.3,87,16.86,364.9,106,16.42,9.1,4,2.46,1,0.8565753424657534,160.54,False
Hawaii,98,408,no,yes,30,110.3,71,18.75,182.4,108,15.5,183.8,88,8.27,11.0,8,2.97,2,0.4641836734693877,124.82000000000001,False
Virginia,139,415,yes,no,0,161.5,121,27.46,192.9,137,16.4,168.3,96,7.57,11.2,13,3.02,0,0.391726618705036,141.54000000000002,False
New York,31,408,no,yes,28,171.8,116,29.21,240.7,125,20.46,245.5,80,11.05,10.6,7,2.86,1,2.0509677419354837,172.9,False
Pennsylvania,129,510,no,yes,32,211.0,99,35.87,155.1,89,13.18,234.8,96,10.57,11.4,5,3.08,1,0.48604651162790696,162.79000000000002,False
Arkansas,115,415,no,no,0,139.3,89,23.68,192.3,95,16.35,151.0,75,6.8,9.3,3,2.51,7,0.4290434782608695,128.27,True
Hawaii,108,415,no,no,0,291.6,99,49.57,221.1,93,18.79,229.2,110,10.31,14.0,9,3.78,2,0.763425925925926,208.09000000000006,True
Delaware,139,408,no,no,0,139.0,110,23.63,132.9,93,11.3,272.0,120,12.24,12.1,1,3.27,0,0.36287769784172663,125.09,False
West Virginia,102,408,no,no,0,234.8,125,39.92,199.2,99,16.93,163.2,88,7.34,10.0,1,2.7,4,0.6557843137254902,170.8,False
Oklahoma,149,408,no,no,0,187.6,83,31.89,201.4,81,17.12,264.2,79,11.89,8.8,1,2.38,1,0.4246979865771813,163.33999999999997,False
Oregon,113,415,no,no,0,159.8,143,27.17,210.1,93,17.86,175.1,86,7.88,13.1,7,3.54,2,0.4995575221238938,146.48000000000002,False
North Dakota,131,408,no,yes,33,177.1,100,30.11,194.0,85,16.49,253.4,124,11.4,5.2,5,1.4,1,0.45343511450381674,161.71999999999997,False
Missouri,83,408,no,no,0,117.9,101,20.04,160.4,92,13.63,235.3,150,10.59,11.4,10,3.08,0,0.5703614457831325,121.09,False
Arkansas,96,415,no,yes,21,247.6,95,42.09,256.3,150,21.79,158.6,72,7.14,10.8,6,2.92,2,0.7702083333333333,197.55,False
Georgia,98,408,no,no,0,169.9,77,28.88,138.3,155,11.76,142.6,105,6.42,8.5,7,2.3,1,0.5036734693877551,125.11000000000003,False
Tennessee,3,415,no,no,0,185.0,120,31.45,203.7,129,17.31,170.5,89,7.67,14.1,3,3.81,3,20.080000000000002,154.07999999999998,False
Massachusetts,77,408,no,yes,17,204.9,84,34.83,201.0,102,17.09,219.7,97,9.89,11.3,5,3.05,0,0.8423376623376624,169.89,False
North Dakota,75,408,no,yes,24,225.5,119,38.34,182.0,108,15.47,270.9,106,12.19,9.4,2,2.54,3,0.9138666666666667,177.67000000000002,False
Iowa,40,510,no,no,0,169.7,115,28.85,141.4,123,12.02,253.0,115,11.39,10.5,3,2.84,4,1.3775000000000002,136.5,True
New Jersey,108,415,no,no,0,239.3,102,40.68,223.4,127,18.99,251.4,104,11.31,10.6,6,2.86,0,0.6837037037037037,190.0,False
Montana,100,415,no,no,0,113.3,96,19.26,197.9,89,16.82,284.5,93,12.8,11.7,2,3.16,4,0.5204,134.28,True
Alabama,16,415,no,no,0,161.9,100,27.52,230.1,138,19.56,148.8,78,6.7,10.2,11,2.75,3,3.533125,149.81,False
New York,115,510,no,yes,16,133.3,110,22.66,185.7,111,15.78,161.5,113,7.27,5.6,4,1.51,2,0.41060869565217384,128.9,False
Pennsylvania,108,510,no,yes,25,170.7,88,29.02,109.9,113,9.34,165.7,99,7.46,8.7,1,2.35,3,0.44601851851851854,123.65999999999998,False
Vermont,107,510,no,no,0,189.7,76,32.25,156.1,65,13.27,244.0,91,10.98,8.3,3,2.24,5,0.5489719626168225,147.26999999999998,False
North Carolina,161,415,no,no,0,322.3,100,54.79,230.4,135,19.58,241.5,104,10.87,7.8,5,2.11,2,0.5425465838509317,223.15000000000003,True
Connecticut,147,415,no,no,0,124.4,74,21.15,320.9,78,27.28,157.2,126,7.07,10.4,4,2.81,2,0.39666666666666667,163.23000000000002,False
Missouri,107,415,no,no,0,146.9,94,24.97,114.3,111,9.72,114.5,97,5.15,11.4,5,3.08,3,0.40112149532710273,105.88000000000001,False
West Virginia,120,510,no,no,0,192.6,123,32.74,206.4,105,17.54,283.2,93,12.74,10.8,3,2.92,1,0.5495,169.14,False
New Jersey,107,408,no,yes,36,96.3,83,16.37,179.6,91,15.27,166.3,121,7.48,10.3,2,2.78,1,0.391588785046729,117.99000000000001,False
Alaska,58,510,no,no,0,131.9,96,22.42,167.6,107,14.25,205.9,106,9.27,14.7,5,3.97,3,0.8605172413793103,125.66999999999999,False
Louisiana,91,408,no,no,0,147.2,121,25.02,175.2,87,14.89,136.3,80,6.13,13.3,3,3.59,2,0.5453846153846154,127.13,False
